,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127,z128,z129,z130,z131,z132,z133,z134,z135,z136,z137,z138,z139,z140,z141,z142,z143,z144,z145,z146,z147,z148,z149,z150,z151,z152,z153,z154,z155,z156,z157,z158,z159,z160,z161,z162,z163,z164,z165,z166,z167,z168,z169,z170,z171,z172,z173,z174,z175,z176,z177,z178,z179,z180,z181,z182,z183,z184,z185,z186,z187,z188,z189,z190,z191,z192,z193,z194,z195,z196,z197,z198,z199
TCGA-IB-A6UF-01,0.0,0.13219333,0.0,0.0,0.04338349,0.0,0.049199183,0.0,0.17030568,0.0,0.0,0.10834989,0.0,0.019411927,0.0,0.0,0.0,0.18576655,0.08662144,0.0,0.038300905,0.09632965,0.0,0.017469509,0.02700705,0.15547973,0.15404439,0.061350662,0.16354856,0.004084508,0.07711233,0.0,0.0,0.11841959,0.0,0.0,0.022052601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08586647,0.040338557,0.0,0.0,0.14190717,0.0,0.0,0.0,0.03307228,0.14118162,0.16078985,0.0,0.0023115536,0.0,0.054415412,0.0,0.05546648,0.0,0.025283104,0.0,0.010337111,0.0,0.0,0.070483506,0.0,0.08672766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28077295,0.0069623026,0.17714,0.086642094,0.0,0.00022303166,0.0,0.0765605,0.0,0.06447274,0.0,0.0,0.12470887,0.019517694,0.0,0.0,0.0,0.07585926,0.08863739,0.0,0.0,0.0,0.0,0.04183152,0.0,0.0,0.0,0.24239436,0.0,0.0,0.0290126,0.0,0.10570599,0.0,0.08216235,0.08549404,0.0,0.0,0.14914484,0.0,0.0,0.0,0.0,0.0,0.0,0.16861129,0.0,0.030905899,0.0,0.0,0.1709768,0.0,0.009725992,0.0,0.0,0.0,0.12633769,0.0,0.0,0.0,0.110883385,0.0,0.0,0.0,0.23919533,0.09093449,0.0,0.016049637,0.0,0.0,0.14677502,0.013573,0.0,0.0,0.0,0.0037911562,0.03786213,0.15574846,0.0028282776,0.0,0.0,0.0,0.0,0.0,0.017910281,0.0,0.0,0.0,0.14977829,0.0,0.0,0.2601195,0.0,0.005570702,0.0,0.0,0.0,0.0,0.0,0.14607257,0.0,0.022499828,0.0,0.0,0.15864187,0.0027845472,0.115290925,0.0,0.028312523,0.0035687617,0.0,0.11455377,0.0,0.1396316,0.009574512,0.07616432,0.036219127,0.0,0.17726414
TCGA-IB-A6UG-01,0.0,0.06484946,0.0,0.0,0.076007806,0.0,0.0,0.038267985,0.17638241,0.10286991,0.0,0.0,0.0,0.0,0.0,0.0,0.0021248318,0.065221824,0.096343435,0.0,0.12256105,0.016552024,0.0,0.0,0.01242585,0.16577648,0.087787576,0.05806032,0.15620644,0.10976499,0.06221836,0.0,0.0,0.07959327,0.096849516,0.07607747,0.08896091,0.06042206,0.13195369,0.0,0.0,0.0,0.18336216,0.0,0.0,0.03588861,0.0,0.07437168,0.0,0.11827609,0.012080354,0.0,0.0,0.10741365,0.12591033,0.0,0.0,0.05537883,0.13788266,0.0,0.0,0.0,0.0,0.0,0.012028638,0.018076953,0.0,0.0,0.0,0.0,0.0009098545,0.0,0.0,0.039977767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24078979,0.017950382,0.15902603,0.14148253,0.0,0.006983462,0.056832954,0.10829349,0.03252296,0.047521345,0.0,0.082493864,0.112617396,0.033616483,0.0,0.0,0.0,0.023076858,0.0,0.0,0.0,0.0,0.0,0.0,0.036259435,0.09160505,0.0,0.031094518,0.018830305,0.0,0.0,0.0,0.12284348,0.0,0.0375042,0.0,0.0,0.036862765,0.15514976,0.0,0.0,0.0,0.0,0.012703013,0.016193524,0.0,0.0,0.19951351,0.0018218616,0.0,0.0074937944,0.007631698,0.0964944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15637144,0.00639059,0.0,0.0,0.11813143,0.007599114,0.0,0.117441624,0.0,0.13085288,0.19012848,0.03618071,0.0,0.07242035,0.0,0.092279255,0.0,0.047005005,0.0,0.0,0.0,0.0,0.0,0.030843552,0.11921282,0.0,0.0,0.0,0.2290514,0.0,0.0,0.15723796,0.0,0.059384745,0.0,0.0,0.023715114,0.0,0.0,0.25504723,0.0,0.058401942,0.0,0.0,0.0,0.14598693,0.15545413,0.0,0.09352804,0.0,0.0,0.028740937,0.060664505,0.0,0.075649396,0.094042905,0.12076909,0.0,0.24711977
TCGA-IB-A7LX-01,0.0,0.0,0.0,0.0,0.20339373,0.05134967,0.0,0.0,0.0,0.03339153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018808518,0.0,0.0,0.0,0.18672863,0.004641628,0.000681227,0.0,0.20723438,0.045863766,0.003832898,0.07899451,0.120248824,0.043976482,0.035193115,0.0,0.08308218,0.0,0.019191874,0.10719347,0.0,0.087343425,0.0,0.0,0.0,0.055879053,0.0,0.0,0.05860258,0.0,0.14351176,0.05682559,0.0,0.10512127,0.12511942,0.04782339,0.18687932,0.15149166,0.10359351,0.15520613,0.029035337,0.0,0.03185105,0.016974501,0.0,0.09393296,0.16190478,0.02919924,0.0,0.18370196,0.10717572,0.0,0.08801274,0.0,0.0,0.007375788,0.14990143,0.0,0.0,0.04795938,0.0,0.019120865,0.0,0.0,0.17270842,0.12117429,0.0,0.14096849,0.0,0.0,0.0,0.055028103,0.0,0.0,0.0,0.0,0.20968033,0.03403444,0.0,0.0,0.0,0.143006,0.0,0.0,0.0,0.0,0.0,0.022901021,0.0,0.072280444,0.010190285,0.10443122,0.0,0.0,0.0,0.0,0.14549215,0.0,0.0,0.0,0.0,0.0,0.09224714,0.0,0.0,0.0,0.028180232,0.0,0.0,0.022405863,0.0,0.037856307,0.030196445,0.0542126,0.030793024,0.02391166,0.16364408,0.0,0.017570896,0.0,0.11912819,0.0,0.0,0.0,0.0064770267,0.06431624,0.0,0.0024770338,0.15620363,0.033096224,0.0,0.10643432,0.0,0.0037881087,0.18715706,0.088558845,0.008830531,0.0072440444,0.0,0.15152153,0.0,0.0,0.048991937,0.0,0.0,0.0048546125,0.0,0.0,0.12955573,0.0,0.0,0.0,0.08196735,0.0,0.0,0.08869095,0.0,0.05825584,0.01878323,0.0,0.026919562,0.009222668,0.0,0.33483994,0.0,0.028546888,0.0,0.065492444,0.09917684,0.044098344,0.0687383,0.0028887328,0.06035763,0.0,0.0,0.080015115,0.04043925,0.0,0.0,0.113009036,0.0,0.0,0.1539961
TCGA-IB-A7M4-01,0.0,0.0,0.0,0.0,0.024365872,0.019087251,0.0,0.09193984,0.00929503,0.0,0.039617818,0.051731322,0.0,0.0,0.0,0.0,0.0,0.0029726445,0.0,0.0,0.0,0.077787906,0.0,0.0,0.017884856,0.26160395,0.122283846,0.0,0.0,0.042962607,0.0,0.0,0.0,0.010251802,0.0,0.17108557,0.062228203,0.0,0.1752811,0.0,0.0,0.0,0.0026770062,0.0,0.0,0.1798271,0.0,0.0,0.0,0.09050557,0.0,0.0,0.0,0.0,0.11100341,0.0,0.12152411,0.13769636,0.099623814,0.0,0.20039336,0.0,0.07676224,0.013539492,0.0,0.0,0.017393388,0.09098544,0.09070794,0.07852843,0.0,0.0,0.0,0.12635702,0.0,0.0,0.0,0.0,0.16850981,0.0,0.0,0.10955884,0.015971798,0.0,0.12100544,0.0,0.0,0.049803685,0.11729041,0.15599847,0.15127087,0.0,0.0,0.0756987,0.17602526,0.0,0.0,0.0,0.3117726,0.060544647,0.0,0.0,0.0,0.0,0.04257318,0.0,0.0882447,0.08591396,0.0,0.0,0.0,0.0,0.055608194,0.0,0.0,0.0,0.0,0.0,0.0,0.027702127,0.0,0.03471612,0.0,0.0,0.06729442,0.0,0.09384206,0.0,0.106578365,0.019637825,0.0,0.0,0.16666919,0.0,0.0,0.0,0.10973867,0.0,0.0,0.0,0.0,0.044280946,0.050323512,0.10964662,0.0,0.2000092,0.18369037,0.043483634,0.07614009,0.16656971,0.0,0.08351262,0.0,0.0,0.017380493,0.10963461,0.020245234,0.0,0.0,0.04973713,0.0,0.0,0.0,0.0,0.0,0.0,0.122352324,0.0,0.0,0.044704247,0.0,0.0,0.26018178,0.059706736,0.028454417,0.0,0.0,0.0,0.14109422,0.0,0.15147035,0.0,0.0,0.019161092,0.0,0.0,0.003925284,0.0,0.0,0.0,0.0,0.0,0.03678655,0.0,0.0,0.026063077,0.15286648,0.0,0.0,0.012494076
TCGA-IB-AAUM-01,0.06763644,0.0,0.0,0.0,0.0012838864,0.0,0.031509314,0.0,0.043260578,0.074556224,0.0,0.0,0.019994281,0.047833536,0.0,0.007899155,0.08304549,0.07275295,0.0,0.0,0.0,0.0,0.18066336,0.0,0.095595926,0.12966608,0.016220767,0.113848686,0.0,0.15707958,0.04236073,0.114938565,0.0,0.02052332,0.0,0.035174362,0.10721505,0.0,0.14836313,0.0,0.002843946,0.0,0.06359563,0.08127611,0.0,0.06448269,0.0,0.0015621395,0.013099956,0.0,0.15077648,0.0,0.005753527,0.0,0.06911324,0.0,0.0,0.23048212,0.12965041,0.0,0.0,0.0,0.13588928,0.115427665,0.25797036,0.0,0.0,0.07930607,0.0,0.052567646,0.0,0.0,0.0022158767,0.0,0.03254738,0.0,0.0,0.0023058066,0.0,0.0,0.0,0.035391748,0.0005498085,0.0,0.0,0.0,0.0,0.0,0.0,0.04348517,0.0,0.0,0.059840705,0.0,0.001254087,0.015838573,0.0,0.0,0.16561382,0.0,0.12764695,0.0,0.1333096,0.0,0.021563781,0.14356838,0.024159726,0.0,0.036333576,0.0,0.023091724,0.046620313,0.0,0.022039423,0.0,0.1178627,0.0,0.0,0.009911874,0.0,0.0,0.0,0.0,0.0,0.14760764,0.0,0.09058875,0.0,0.20987868,0.11657202,0.0,0.22569647,0.07936726,0.0015934447,0.0,0.0068384414,0.18264593,0.0,0.0,0.085615024,0.026518604,0.09327397,0.09539476,0.0,0.0,0.09418828,0.0,0.0,0.03688151,0.0,0.0,0.19741373,0.0,0.0,0.0,0.0339644,0.054728597,0.0,0.0,0.19452934,0.048020374,0.028145792,0.0,0.15741204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08469945,0.0,0.073357806,0.0,0.019436594,0.09578241,0.0,0.0148222465,0.253119,0.0,0.08732094,0.011722922,0.0,0.0,0.07662968,0.0,0.07726339,0.0,0.038456783,0.0,0.0,0.13255247,0.0,0.09710895,0.19539368,0.0,0.0,0.0
TCGA-IB-AAUN-01,0.028513711,0.0,0.0,0.0,0.0,0.14622675,0.0,0.0,0.0,0.04321474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002562128,0.0,0.0,0.0,0.0,0.0,0.017850814,0.0,0.05627512,0.0,0.06837534,0.12942387,0.17922363,0.076682895,0.008875697,0.0,0.004838623,0.0,0.13300131,0.019972092,0.0,0.05821124,0.0,0.0,0.0,0.08043245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10424305,0.06447577,0.10152964,0.033169605,0.03167175,0.06785279,0.12710445,0.022565309,0.042957023,0.029248687,0.0,0.16642033,0.03792079,0.0,0.14050281,0.09653933,0.030905332,0.0,0.0,0.0,0.07789579,0.17028834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19150114,0.0,0.05836194,0.017615069,0.0,0.0,0.0,0.0,0.014154972,0.12820613,0.0,0.019753333,0.30048722,0.0,0.01053445,0.0,0.0,0.25101045,0.0,0.0,0.0,0.09266328,0.0,0.0,0.01814745,0.04740968,0.0,0.0,0.0,0.0,0.0,0.0,0.20354442,0.0,0.095612705,0.0690105,0.0,0.001992099,0.0,0.0,0.0,0.0,0.0,0.048764203,0.0,0.16777357,0.0,0.19431299,0.088786766,0.1590924,0.051524844,0.050148793,0.16834064,0.0,0.0,0.0,0.0,0.0068665617,0.0,0.0,0.064660445,0.0,0.0,0.0,0.12585445,0.12632704,0.0,0.0,0.0,0.0,0.0,0.036244314,0.046450075,0.13980483,0.0,0.11890817,0.0,0.03533224,0.137788,0.039425187,0.0,0.05641336,0.0,0.0,0.003779505,0.031941105,0.0,0.0,0.049397673,0.05219744,0.0,0.028879782,0.0,0.065026365,0.0,0.0,0.08868467,0.11528822,0.0056845443,0.15645663,0.0,0.0035301556,0.058332104,0.0,0.0,0.0078087966,0.10757055,0.0,0.0,0.07305571,0.0,0.10738594,0.002649963,0.0,0.28365114,0.23063734,0.0,0.0,0.079869196
TCGA-IB-AAUO-01,0.0,0.0,0.0,0.0,0.06411644,0.0,0.0,0.0,0.08643439,0.0,0.0,0.0,0.0,0.0,0.0009920768,0.12473647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08592224,0.024196545,0.12873012,0.024539676,0.17806345,0.0,0.14590847,0.0,0.04970231,0.0,0.10626609,0.0,0.0,0.0,0.0,0.0,0.0,0.0790328,0.0,0.0332447,0.034292337,0.0,0.03128987,0.0,0.0,0.0,0.0,0.1845833,0.0,0.053620677,0.0,0.12333388,0.17486916,0.0,0.023564907,0.10271642,0.0,0.0,0.07648595,0.11834287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17677668,0.0,0.0,0.0,0.0,0.12431427,0.0,0.0,0.20342201,0.0,0.0,0.0,0.0,0.0,0.014866036,0.12313577,0.0,0.0,0.017925382,0.12297791,0.10975212,0.12484617,0.029449109,0.11806218,0.0,0.19866766,0.0,0.0,0.0,0.11253073,0.0,0.0,0.049589086,0.0,0.040831357,0.0,0.0,0.0,0.022817336,0.0,0.19543687,0.080160074,0.021022128,0.0,0.0,0.079297006,0.0037024755,0.0942911,0.0,0.0,0.0,0.12193843,0.012327564,0.0,0.0,0.14229167,0.04552748,0.0,0.0,0.03822126,0.0,0.0,0.09247316,0.05363425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052471932,0.20218658,0.047675014,0.057796173,0.055165794,0.21745259,0.0,0.094016194,0.11268514,0.0,0.0,0.089333676,0.0,0.007921503,0.0666033,0.04567591,0.0,0.0,0.06027829,0.0,0.0,0.010101084,0.0,0.0,0.0,0.122608654,0.04178303,0.066338405,0.047004685,0.0,0.0,0.0,0.098091654,0.19997145,0.0,0.26537675,0.0,0.0,0.059804536,0.11078844,0.0,0.012779498,0.19212677,0.0,0.0,0.03149713,0.0,0.0,0.056839053,0.0,0.16625488,0.1981037,0.050994117,0.0,0.1402345
TCGA-IB-AAUP-01,0.07005554,0.096221745,0.0,0.01849437,0.008207954,0.0,0.021525264,0.0,0.0,0.0,0.10010357,0.0,0.02279686,0.0,0.0,0.040588465,0.0,0.016296087,0.0,0.0,0.07510632,0.11280018,0.122897886,0.0,0.2882256,0.12173211,0.12643288,0.0,0.0,0.085646294,0.0,0.11926735,0.0,0.16393436,0.0,0.0,0.2139374,0.15226401,0.06939203,0.0,0.0,0.0,0.20032966,0.0,0.0,0.18729079,0.0,0.017891077,0.19038987,0.11472983,0.14554428,0.04411456,0.1315245,0.0031256368,0.0839194,0.0,0.049140465,0.10808668,0.061115943,0.0,0.0,0.0,0.0,0.17306289,0.0,0.0,0.014128306,0.054960012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015000744,0.0,0.015827578,0.0053748996,0.0,0.020540213,0.0,0.0,0.0,0.047326468,0.0,0.0,0.0,0.086393565,0.051096722,0.0,0.12788917,0.0,0.053828,0.18568832,0.0,0.028636416,0.0,0.0,0.0,0.0,0.05205296,0.06569796,0.0,0.028000085,0.007370613,0.0,0.070337996,0.0,0.11722299,0.0,0.0,0.0,0.0,0.11150141,0.0142367575,0.03450371,0.0,0.0,0.0,0.09569477,0.0,0.09004156,0.0,0.12533762,0.03469096,0.037718512,0.046556357,0.0,0.0070485603,0.0,0.0,0.0,0.02956909,0.08503093,0.0,0.0,0.20882224,0.117526844,0.0,0.0,0.13098413,0.0,0.0,0.0,0.0,0.0,0.0047423425,0.0,0.031467848,0.028813055,0.006847474,0.043627582,0.0,0.0,0.06546693,0.0998718,0.0,0.0,0.0,0.0,0.024731232,0.05457588,0.00058464956,0.02015063,0.04726063,0.0,0.010952381,0.052357454,0.0,0.04908765,0.0,0.0,0.0,0.0,0.09398005,0.30366322,0.0,0.0,0.0,0.0,0.0,0.1885058,0.06076593,0.06243233,0.0,0.019511372,0.0,0.033939403,0.028899852,0.0,0.24963553,0.09201086,0.0,0.0,0.06314175
TCGA-IB-AAUQ-01,0.0,0.06577321,0.0,0.0,0.0011299751,0.045593496,0.0,0.026622823,0.026455846,0.0,0.0,0.00047942935,0.0,0.014900591,0.0,0.067914955,0.0,0.24135026,0.0,0.0,0.0,0.0,0.09886151,0.11681364,0.19543053,0.14119501,0.12302124,0.0,0.16118324,0.09959376,0.11527123,0.0,0.0,0.11155376,0.0,0.037969846,0.034692388,0.0,0.12999308,0.0,0.016736653,0.0,0.08106303,0.0,0.08512792,0.0009355226,0.0,0.07727999,0.11892333,0.14047477,0.08078704,0.023882989,0.11225572,0.021108126,0.09247652,0.0,0.0,0.10184586,0.08701603,0.0,0.18413395,0.0,0.050377913,0.15812156,0.09440954,0.0,0.04184687,0.06923384,0.0,0.0,0.0,0.0,0.0,0.034870382,0.0,0.0,0.0,0.0,0.0037952887,0.0,0.0,0.15296693,0.0,0.0,0.018421192,0.0,0.17001076,0.0,0.13232477,0.035484698,0.062255766,0.009730127,0.058136236,0.16580561,0.12221852,0.016336298,0.082110524,0.0,0.26572707,0.0,0.0,0.008600279,0.0,0.0,0.0044971635,0.097800605,0.0,0.0,0.0,0.0051249666,0.0,0.0,0.07199885,0.04273014,0.0,0.019683376,0.0,0.0,0.0,0.15188922,0.0,0.012349143,0.0,0.0,0.0,0.0,0.0,0.0,0.16165473,0.12528053,0.0,0.014967461,0.06869279,0.031369776,0.0,0.0,0.0017420882,0.0066552805,0.0,0.0,0.0,0.07714194,0.08285373,0.0,0.0,0.16458847,0.011366195,0.0,0.0,0.037079927,0.12955168,0.015600861,0.0,0.14733905,0.1636342,0.0,0.015111196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06639326,0.06591366,0.080919154,0.0,0.15571634,0.0,0.0,0.18604314,0.0,0.0,0.0,0.0,0.0,0.02521264,0.0,0.15162034,0.0,0.17202444,0.0,0.0,0.018802572,0.021360662,0.035146978,0.08008365,0.006302294,0.11347375,0.0,0.0,0.032316126,0.0,0.08539365,0.13937369,0.0,0.0,0.044088256
TCGA-IB-AAUR-01,0.03574883,0.0,0.0,0.0,0.028828338,0.10399475,0.026619261,0.013890806,0.0,0.0,0.10739525,0.035180543,0.05406157,0.0,0.0,0.008877558,0.0,0.045097936,0.034553785,0.0,0.12860323,0.16311936,0.071320415,0.03267304,0.15902783,0.16733675,0.110384755,0.0,0.009255634,0.06920925,0.01441301,0.0708742,0.0,0.1391945,0.013530974,0.098489486,0.15042052,0.04108815,0.11545583,0.0,0.0,0.0,0.14533718,0.0,0.0018058763,0.0,0.0,0.0,0.20925276,0.10166819,0.06838676,0.014754276,0.2163429,0.016804423,0.050049216,0.0,0.0,0.034069326,0.07810606,0.0009394223,0.07001625,0.0,0.0,0.105816185,0.14881977,0.0,0.0,0.09328278,0.0,0.06339116,0.0,0.0,0.0037389759,0.010118821,0.0,0.06796962,0.0,0.016434072,0.0,0.0,0.0,0.050342407,0.0092253685,0.08435687,0.008783679,0.0,0.0,0.0,0.12124493,0.015545618,0.05502314,0.0,0.18286532,0.13503349,0.016702639,0.058907762,0.0,0.0,0.23953381,0.0,0.029817676,0.0,0.0,0.0,0.0004422924,0.0,0.17882903,0.0,0.03687572,0.0,0.0,0.012992706,0.0,0.13127111,0.03421288,0.0,0.0,0.0,0.0,0.0,0.047288153,0.0,0.0,0.0,0.047913283,0.0,0.0,0.0,0.12971817,0.03883776,0.0,0.1031825,0.0,0.047011416,0.0,0.0,0.019814972,0.0,0.0,0.0,0.0,0.062712505,0.0054133767,0.0,0.0,0.1543884,0.037291814,0.0,0.0,0.0,0.0,0.0,0.072714195,0.0,0.0,0.12838903,0.09796954,0.0,0.13603231,0.07674927,0.06955455,0.0,0.061594643,0.0,0.0,0.0,0.18274905,0.0,0.0,0.08509116,0.0,0.0,0.04750931,0.0,0.15776393,0.0,0.0,0.0,0.12926725,0.13468327,0.3425233,0.0,0.08189065,0.018754356,0.0,0.0,0.120863505,0.0,0.0,0.0,0.052756604,0.0,0.014376441,0.028272834,0.0,0.03947285,0.110744946,0.0,0.0,0.009994695
TCGA-IB-AAUS-01,0.17776115,0.10652461,0.0,0.0,0.09201938,0.0,0.0,0.14482668,0.0,0.0,0.052073307,0.0,0.13877963,0.0,0.0,0.13246827,0.0,0.015424441,0.0,0.0,0.067684256,0.02699541,0.03655078,0.0,0.15038599,0.19627577,0.12733322,0.0,0.0,0.0,0.0,0.0041133557,0.0,0.07009119,0.0,0.11804007,0.11479065,0.15542845,0.18987906,0.0,0.0,0.0,0.15607004,0.0,0.13290863,0.16238537,0.0,0.0,0.15205748,0.1512924,0.16556987,0.0,0.11238294,0.0,0.09182629,0.0,0.033276416,0.0,0.10529452,0.0,0.077511504,0.0,0.02543301,0.14001796,0.025271907,0.0,0.0,0.019303875,0.0,0.0,0.054210823,0.0,0.0,0.0,0.0,0.11178842,0.0,0.0,0.0,0.0,0.0,0.0,0.13212843,0.0,0.0068329372,0.0,0.048443366,0.0,0.086526416,0.0066652647,0.04970207,0.014933313,0.06662431,0.21090429,0.0796883,0.13476276,0.008126249,0.0,0.10795684,0.0,0.0,0.0,0.0,0.0,0.041304976,0.0,0.069278784,0.0,0.11155788,0.0,0.0,0.0,0.0,0.18025602,0.02806597,0.0,0.0,0.0,0.0,0.011663312,0.14628792,0.0,0.0,0.0,0.040633988,0.0,0.035951972,0.0,0.0994762,0.0,0.0,0.015362859,0.0,0.083101034,0.080888495,0.0,0.0030039863,0.0,0.0,0.0,0.0,0.0,0.05189544,0.0,0.0,0.049589507,0.03216578,0.0,0.0,0.038730424,0.0,0.0,0.014467124,0.081550315,0.05688884,0.015956555,0.022640688,0.0,0.0350111,0.14215805,0.106257215,0.07099807,0.0,0.17734213,0.0,0.0,0.10697691,0.0,0.0,0.1104895,0.0,0.0,0.14147554,0.0,0.011454518,0.0,0.0,0.0,0.11879418,0.008897994,0.24791794,0.0,0.014766554,0.09735761,0.0,0.0,0.112817176,0.053106565,0.1067321,0.0,0.0,0.0,0.0,0.036896225,0.03597683,0.14558074,0.018125582,0.1013035,0.0,0.0
TCGA-IB-AAUT-01,0.0,0.011150063,0.0,0.0,0.15809399,0.05246524,0.060574107,0.06856548,0.0,0.02453081,0.028645145,0.0,0.042722072,0.0,0.0,0.0,0.0,0.10774264,0.0,0.0,0.0924942,0.0,0.0027028362,0.0059904945,0.17659582,0.257853,0.089518376,0.14091375,0.13643886,0.12990329,0.06116528,0.0075121867,0.0,0.04237775,0.0,0.036465466,0.1080916,0.028850872,0.21388613,0.0,0.0,0.0,0.031357523,0.0,0.13343129,0.099275276,0.0,0.0,0.1287136,0.15169047,0.0,0.025204226,0.051266342,0.023659937,0.017165694,0.0,0.0,0.0077333027,0.018047264,0.020632362,0.0,0.0,0.0,0.06804745,0.03806166,0.0,0.0,0.1415896,0.06412388,0.0,0.0,0.0,0.0,0.08338213,0.0,0.035885725,0.0,0.077115715,0.0,0.0,0.0,0.12335994,0.025284167,0.051734455,0.05938024,0.0,0.06605221,0.0,0.08553106,0.0,0.0,0.0,0.0,0.13675644,0.0,0.11835246,0.0,0.0,0.08483352,0.0,0.004608346,0.0,0.031014312,0.0,0.0,0.15438364,0.12980172,0.0,0.012624394,0.0,0.0,0.039920773,0.0,0.14849068,0.0,0.026975853,0.0,0.0,0.0,0.05840815,0.0,0.033275172,0.0,0.0,0.25059313,0.07634305,0.010994039,0.0,0.2103204,0.033505548,0.0,0.0896863,0.0,0.06714763,0.0,0.0,0.032876562,0.050359514,0.0,0.0,0.12964669,0.0,0.025147513,0.0,0.0,0.18221961,0.0,0.0,0.02452266,0.0,0.0,0.020134924,0.0,0.059767075,0.0,0.018876337,0.14586069,0.0,0.0,0.06326192,0.19012503,0.0,0.0,0.0,0.0,0.0,0.028033111,0.0,0.0,0.07746016,0.0,0.0,0.055395383,0.0,0.04743337,0.0,0.0,0.0,0.0,0.08299047,0.28195146,0.0013517207,0.13080984,0.0,0.0,0.0,0.13757084,0.021382624,0.0053913943,0.0,0.0,0.0,0.0,0.14032693,0.0,0.16430089,0.13082232,0.0,0.0,0.0778261
TCGA-IB-AAUU-01,0.08300161,0.0,0.0,0.0,0.0,0.0,0.0,0.029202407,0.041973155,0.043825712,0.033116207,0.18948737,0.0,0.0,0.0,0.0,0.0,0.026776874,0.0,0.0,0.0,0.0066767647,0.0,0.0,0.1194987,0.23253214,0.15017316,0.04003499,0.11995004,0.19253851,0.0,0.012004253,0.0,0.0,0.0,0.03233838,0.0047584604,0.09163184,0.16249423,0.0,0.037870497,0.0,0.0,0.0,0.0,0.13921104,0.0,0.053518277,0.0,0.04845462,0.24147679,0.0,0.08949348,0.04651046,0.045353077,0.0,0.12707673,0.22505482,0.029232923,0.0,0.14104,0.0,0.0,0.03291534,0.0,0.0,0.0,0.03611235,0.0717303,0.0,0.0,0.0,0.131755,0.0708818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092603534,0.0,0.0,0.0,0.0039344486,0.0,0.0,0.0,0.13068931,0.0,0.0,0.0,0.09748018,0.029087659,0.09785081,0.0,0.0,0.08091054,0.045026537,0.0,0.0,0.09388789,0.071812,0.0,0.15013579,0.010341969,0.0,0.0,0.0,0.0,0.09328,0.0,0.0,0.0,0.12580709,0.04456771,0.0,0.0,0.08903966,0.04730115,0.0,0.0,0.0,0.0,0.0,0.08262449,0.0,0.08152048,0.18965547,0.06429495,0.0,0.0,0.00031450312,0.0,0.13586217,0.0,0.14233603,0.0,0.0,0.0,0.023367967,0.0,0.10080102,0.0,0.24979863,0.10987258,0.0,0.0327792,0.0,0.0,0.016951274,0.040874004,0.04324125,0.0,0.04686919,0.15978609,0.0,0.0,0.011448161,0.054618634,0.0,0.0,0.025847128,0.0,0.0,0.05031218,0.035485603,0.0,0.13452376,0.0,0.0,0.07183916,0.026116842,0.0,0.0,0.0,0.0,0.08026743,0.056422085,0.28685078,0.0,0.0,0.10915259,0.0,0.0,0.0,0.12580094,0.0,0.12583284,0.05352293,0.029701373,0.0,0.03512909,0.08419185,0.16069794,0.115759104,0.0,0.0,0.030763062
